0.62	0.895	1.714	0.321	1.004	0.343	0.555	0.9	0.348	0.226	0.327	0.33	0.232	0.381	0.118	0.114	0.086
0.64	0.938	1.58	0.35	1.032	0.317	0.54	0.968	0.335	0.222	0.279	0.265	0.223	0.366	0.106	0.111	0.076
0.65	0.901	1.659	0.344	1.04	0.287	0.536	0.965	0.351	0.223	0.324	0.273	0.224	0.381	0.098	0.113	0.066
0.66	0.959	1.694	0.376	0.995	0.294	0.514	0.936	0.341	0.235	0.307	0.332	0.229	0.356	0.118	0.11	0.072
0.67	0.887	1.611	0.412	1.016	0.299	0.537	0.949	0.345	0.256	0.333	0.317	0.226	0.348	0.108	0.12	0.077
0.68	0.893	1.624	0.377	1.02	0.303	0.498	0.919	0.351	0.235	0.369	0.301	0.205	0.38	0.099	0.074	0.061
0.69	0.886	1.624	0.372	1.005	0.313	0.512	0.798	0.303	0.251	0.33	0.296	0.222	0.385	0.105	0.098	0.07
0.7	0.847	1.563	0.363	1.028	0.332	0.505	0.817	0.29	0.258	0.315	0.269	0.203	0.344	0.089	0.091	0.076
0.71	0.863	1.534	0.29	0.995	0.358	0.486	0.79	0.35	0.247	0.318	0.26	0.181	0.357	0.09	0.081	0.061
0.72	0.906	1.462	0.32	0.963	0.356	0.438	0.747	0.311	0.251	0.265	0.284	0.191	0.276	0.109	0.067	0.073
0.73	0.869	1.349	0.285	0.91	0.385	0.491	0.738	0.239	0.259	0.271	0.227	0.172	0.317	0.099	0.072	0.081
0.74	0.826	1.346	0.283	0.883	0.457	0.433	0.654	0.233	0.212	0.277	0.228	0.179	0.264	0.088	0.08	0.06
0.75	0.804	1.22	0.299	0.822	0.59	0.396	0.592	0.206	0.187	0.276	0.209	0.147	0.225	0.07	0.068	0.084
0.76	0.778	1.192	0.291	0.676	0.669	0.389	0.63	0.259	0.215	0.241	0.216	0.14	0.224	0.083	0.067	0.07
0.77	0.71	1.086	0.283	0.618	0.78	0.341	0.548	0.215	0.218	0.205	0.21	0.121	0.195	0.068	0.079	0.056
0.78	0.704	1.019	0.263	0.559	0.758	0.373	0.571	0.227	0.21	0.225	0.16	0.128	0.198	0.08	0.072	0.052
0.79	0.658	0.893	0.23	0.53	0.791	0.386	0.601	0.192	0.175	0.218	0.155	0.12	0.204	0.063	0.052	0.049
0.8	0.589	0.823	0.233	0.459	0.832	0.322	0.628	0.2	0.184	0.184	0.153	0.119	0.218	0.053	0.065	0.042
0.81	0.541	0.837	0.212	0.439	0.909	0.305	0.666	0.158	0.175	0.174	0.143	0.101	0.181	0.062	0.046	0.037
0.82	0.562	0.797	0.22	0.362	0.936	0.34	0.638	0.137	0.138	0.165	0.119	0.123	0.18	0.055	0.036	0.035
0.83	0.497	0.732	0.164	0.319	0.86	0.327	0.586	0.127	0.098	0.161	0.102	0.1	0.136	0.048	0.029	0.034
0.84	0.421	0.644	0.169	0.308	0.864	0.315	0.55	0.095	0.113	0.139	0.105	0.089	0.132	0.033	0.035	0.026
0.85	0.435	0.536	0.144	0.26	0.842	0.256	0.516	0.106	0.104	0.145	0.094	0.091	0.124	0.037	0.041	0.024
0.86	0.431	0.433	0.135	0.242	0.891	0.241	0.53	0.076	0.088	0.105	0.072	0.069	0.114	0.026	0.024	0.034
0.88	0.35	0.401	0.143	0.199	0.911	0.243	0.402	0.08	0.085	0.131	0.079	0.079	0.116	0.024	0.029	0.026
0.89	0.317	0.353	0.118	0.153	0.9	0.205	0.329	0.075	0.072	0.102	0.063	0.045	0.11	0.033	0.024	0.016
0.9	0.343	0.268	0.103	0.16	0.88	0.242	0.279	0.051	0.057	0.079	0.055	0.048	0.077	0.026	0.023	0.022
0.91	0.268	0.202	0.093	0.143	0.898	0.212	0.219	0.06	0.055	0.086	0.055	0.055	0.074	0.023	0.027	0.018
0.92	0.245	0.163	0.088	0.121	0.871	0.214	0.178	0.051	0.045	0.077	0.042	0.038	0.082	0.018	0.016	0.014
0.93	0.226	0.134	0.058	0.107	0.87	0.201	0.155	0.038	0.046	0.074	0.047	0.038	0.075	0.016	0.015	0.014
0.94	0.218	0.108	0.062	0.112	0.778	0.166	0.15	0.031	0.042	0.067	0.044	0.042	0.051	0.021	0.015	0.012
0.95	0.201	0.081	0.055	0.101	0.774	0.194	0.125	0.039	0.04	0.065	0.037	0.037	0.059	0.024	0.013	0.002
0.96	0.192	0.065	0.04	0.078	0.688	0.184	0.133	0.043	0.04	0.042	0.041	0.028	0.043	0.016	0.013	0.004
0.97	0.178	0.083	0.033	0.082	0.636	0.188	0.126	0.038	0.03	0.066	0.035	0.037	0.058	0.019	0.021	0.006
0.98	0.156	0.061	0.032	0.077	0.601	0.157	0.105	0.037	0.028	0.075	0.033	0.045	0.047	0.015	0.019	0.009
0.99	0.154	0.056	0.04	0.087	0.523	0.142	0.108	0.033	0.021	0.054	0.03	0.037	0.044	0.014	0.013	0.006
1.0	0.173	0.043	0.039	0.078	0.513	0.154	0.099	0.029	0.021	0.045	0.027	0.031	0.035	0.012	0.009	0.007
1.01	0.16	0.051	0.031	0.082	0.464	0.173	0.092	0.039	0.026	0.058	0.034	0.034	0.044	0.012	0.017	0.003
1.02	0.137	0.057	0.023	0.067	0.418	0.183	0.085	0.044	0.016	0.047	0.039	0.036	0.039	0.009	0.015	0.006
1.03	0.131	0.047	0.032	0.062	0.35	0.18	0.102	0.032	0.021	0.053	0.027	0.037	0.024	0.008	0.015	0.006
1.04	0.131	0.047	0.028	0.067	0.338	0.185	0.087	0.031	0.025	0.04	0.028	0.046	0.045	0.01	0.008	0.008
1.05	0.132	0.02	0.034	0.063	0.328	0.178	0.093	0.04	0.017	0.047	0.027	0.029	0.045	0.012	0.009	0.006
1.06	0.138	0.034	0.032	0.052	0.291	0.179	0.077	0.032	0.019	0.04	0.035	0.03	0.049	0.007	0.018	0.009
1.07	0.119	0.036	0.029	0.069	0.277	0.193	0.085	0.038	0.018	0.04	0.022	0.028	0.036	0.011	0.011	0.004
1.08	0.15	0.039	0.019	0.063	0.227	0.176	0.074	0.03	0.022	0.052	0.031	0.026	0.042	0.009	0.012	0.003
1.09	0.157	0.03	0.036	0.052	0.183	0.166	0.089	0.031	0.027	0.043	0.028	0.035	0.03	0.009	0.006	0.005
1.1	0.139	0.047	0.02	0.052	0.169	0.17	0.084	0.031	0.015	0.05	0.021	0.033	0.043	0.006	0.018	0.008
1.11	0.15	0.045	0.017	0.062	0.18	0.163	0.099	0.03	0.019	0.051	0.026	0.033	0.055	0.012	0.008	0.002
1.12	0.151	0.053	0.026	0.057	0.121	0.159	0.09	0.048	0.024	0.052	0.029	0.049	0.043	0.01	0.013	0.004
1.14	0.138	0.049	0.024	0.05	0.138	0.152	0.094	0.026	0.015	0.047	0.027	0.037	0.041	0.012	0.01	0.009
1.15	0.125	0.051	0.021	0.05	0.139	0.166	0.085	0.036	0.016	0.044	0.019	0.03	0.039	0.007	0.008	0.004
1.16	0.14	0.054	0.028	0.074	0.122	0.163	0.089	0.036	0.02	0.051	0.037	0.04	0.053	0.016	0.012	0.002
1.17	0.143	0.05	0.022	0.063	0.106	0.183	0.109	0.025	0.019	0.044	0.03	0.033	0.039	0.01	0.013	0.004
1.18	0.134	0.056	0.027	0.061	0.096	0.199	0.107	0.029	0.014	0.044	0.033	0.039	0.046	0.012	0.012	0.002
1.19	0.154	0.035	0.022	0.074	0.085	0.172	0.094	0.027	0.018	0.046	0.028	0.032	0.04	0.01	0.011	0.006
1.2	0.125	0.064	0.024	0.06	0.076	0.167	0.084	0.02	0.02	0.049	0.021	0.034	0.039	0.01	0.021	0.003
1.21	0.133	0.049	0.018	0.066	0.087	0.16	0.08	0.019	0.022	0.05	0.032	0.045	0.039	0.012	0.019	0.005
1.22	0.134	0.048	0.026	0.071	0.087	0.178	0.098	0.026	0.023	0.03	0.029	0.044	0.043	0.008	0.012	0.008
1.23	0.176	0.051	0.023	0.076	0.079	0.145	0.087	0.04	0.023	0.04	0.019	0.041	0.05	0.009	0.016	0.003
1.24	0.16	0.063	0.041	0.051	0.094	0.174	0.089	0.032	0.03	0.054	0.03	0.036	0.04	0.021	0.014	0.004
1.25	0.158	0.07	0.029	0.079	0.112	0.208	0.1	0.033	0.027	0.066	0.043	0.048	0.049	0.024	0.024	0.003
1.26	0.149	0.076	0.042	0.075	0.116	0.216	0.1	0.043	0.034	0.06	0.046	0.051	0.057	0.022	0.019	0.008
1.27	0.182	0.082	0.046	0.092	0.126	0.205	0.114	0.035	0.043	0.073	0.044	0.043	0.05	0.018	0.017	0.008
1.28	0.196	0.081	0.035	0.115	0.145	0.244	0.132	0.063	0.038	0.073	0.061	0.059	0.066	0.015	0.027	0.01
1.29	0.239	0.133	0.053	0.148	0.159	0.257	0.154	0.065	0.065	0.087	0.062	0.062	0.075	0.018	0.036	0.013
1.3	0.303	0.191	0.085	0.198	0.131	0.31	0.24	0.097	0.071	0.12	0.082	0.085	0.117	0.039	0.043	0.012
1.31	0.403	0.235	0.106	0.25	0.117	0.399	0.324	0.149	0.086	0.167	0.092	0.12	0.166	0.034	0.051	0.034
1.32	0.486	0.352	0.13	0.374	0.13	0.45	0.55	0.196	0.113	0.203	0.157	0.156	0.224	0.046	0.059	0.041
1.33	0.65	0.458	0.183	0.472	0.094	0.499	0.749	0.221	0.163	0.225	0.194	0.174	0.342	0.067	0.077	0.061
1.34	0.67	0.605	0.205	0.678	0.118	0.575	0.915	0.285	0.21	0.258	0.213	0.201	0.309	0.08	0.071	0.058
1.35	0.735	0.76	0.208	0.736	0.089	0.608	0.978	0.307	0.223	0.291	0.257	0.244	0.345	0.094	0.079	0.058
1.36	0.88	0.869	0.242	0.828	0.059	0.596	1.049	0.36	0.224	0.283	0.24	0.247	0.349	0.098	0.115	0.065
1.38	0.86	1.108	0.286	0.933	0.073	0.612	1.101	0.377	0.252	0.358	0.313	0.264	0.405	0.129	0.103	0.079
1.39	0.961	1.188	0.288	0.969	0.074	0.62	1.142	0.419	0.282	0.333	0.35	0.316	0.375	0.12	0.122	0.081
1.4	0.939	1.299	0.297	1.008	0.061	0.667	1.239	0.408	0.272	0.323	0.369	0.342	0.38	0.106	0.117	0.085
1.41	1.024	1.386	0.303	1.108	0.079	0.675	1.296	0.451	0.338	0.371	0.374	0.306	0.414	0.133	0.137	0.091
1.42	1.005	1.483	0.309	1.052	0.069	0.673	1.255	0.464	0.319	0.366	0.339	0.292	0.426	0.12	0.124	0.087
1.43	0.957	1.462	0.303	1.094	0.089	0.706	1.293	0.464	0.267	0.377	0.389	0.337	0.422	0.135	0.111	0.06
1.44	1.086	1.499	0.307	1.132	0.058	0.656	1.185	0.435	0.271	0.353	0.394	0.314	0.457	0.125	0.11	0.085
1.45	1.031	1.589	0.328	1.134	0.066	0.652	1.103	0.424	0.273	0.372	0.372	0.307	0.422	0.112	0.146	0.098
1.46	0.995	1.659	0.316	1.084	0.097	0.673	1.133	0.404	0.286	0.316	0.364	0.331	0.412	0.09	0.134	0.083
1.47	1.005	1.725	0.34	1.095	0.066	0.628	1.057	0.399	0.249	0.318	0.304	0.291	0.392	0.122	0.12	0.084
1.48	1.021	1.65	0.336	1.095	0.078	0.639	0.933	0.363	0.25	0.306	0.296	0.267	0.417	0.091	0.103	0.08
1.49	0.957	1.56	0.349	1.048	0.095	0.647	0.822	0.34	0.27	0.341	0.307	0.223	0.41	0.086	0.113	0.076
1.5	0.941	1.718	0.358	0.965	0.098	0.628	0.653	0.319	0.229	0.359	0.273	0.246	0.381	0.088	0.121	0.079
1.51	0.859	1.647	0.324	0.918	0.126	0.61	0.518	0.301	0.222	0.296	0.224	0.211	0.35	0.103	0.115	0.1
1.52	0.886	1.773	0.325	0.853	0.11	0.57	0.487	0.245	0.214	0.317	0.242	0.179	0.308	0.095	0.09	0.085
1.53	0.826	1.622	0.34	0.894	0.1	0.577	0.399	0.254	0.205	0.273	0.217	0.173	0.322	0.083	0.096	0.062
1.54	0.828	1.669	0.321	0.895	0.128	0.544	0.451	0.236	0.2	0.264	0.203	0.189	0.329	0.071	0.096	0.064
1.55	0.805	1.619	0.313	0.839	0.098	0.523	0.426	0.242	0.182	0.284	0.214	0.158	0.31	0.087	0.097	0.063
1.56	0.787	1.574	0.314	0.917	0.085	0.539	0.469	0.262	0.188	0.273	0.208	0.175	0.322	0.088	0.111	0.064
1.57	0.834	1.613	0.288	0.89	0.08	0.65	0.559	0.259	0.196	0.31	0.227	0.223	0.33	0.088	0.086	0.074
1.58	0.841	1.648	0.322	0.925	0.095	0.586	0.673	0.284	0.212	0.311	0.272	0.205	0.339	0.097	0.116	0.063
1.59	0.914	1.625	0.326	0.971	0.074	0.59	0.759	0.294	0.242	0.319	0.272	0.204	0.357	0.122	0.094	0.066
1.6	0.905	1.685	0.345	0.979	0.043	0.643	0.86	0.311	0.267	0.303	0.284	0.227	0.363	0.093	0.109	0.079
1.61	0.942	1.62	0.33	1.097	0.065	0.622	0.923	0.35	0.258	0.359	0.321	0.215	0.375	0.095	0.114	0.076
1.62	0.925	1.734	0.356	1.089	0.048	0.662	0.964	0.323	0.287	0.337	0.332	0.272	0.411	0.122	0.128	0.068
1.64	0.897	1.73	0.356	1.105	0.051	0.62	1.065	0.292	0.251	0.336	0.345	0.28	0.381	0.1	0.113	0.086
1.65	0.936	1.765	0.356	1.112	0.052	0.679	1.081	0.316	0.287	0.354	0.289	0.253	0.358	0.1	0.118	0.089
1.66	0.951	1.711	0.339	1.135	0.048	0.655	1.046	0.35	0.271	0.305	0.292	0.254	0.376	0.141	0.128	0.098
1.67	0.985	1.868	0.335	1.131	0.049	0.695	1.067	0.315	0.27	0.374	0.314	0.229	0.385	0.114	0.11	0.087
1.68	0.962	1.753	0.348	1.011	0.059	0.684	0.982	0.34	0.246	0.346	0.339	0.232	0.387	0.114	0.114	0.086
1.69	1.022	1.681	0.327	1.029	0.057	0.666	0.954	0.298	0.238	0.384	0.286	0.253	0.35	0.103	0.107	0.093
1.7	0.968	1.712	0.332	1.018	0.071	0.62	0.978	0.326	0.262	0.343	0.315	0.223	0.343	0.094	0.109	0.095
1.71	1.137	2.03	0.414	1.251	0.144	0.83	1.161	0.379	0.332	0.415	0.379	0.29	0.438	0.122	0.118	0.096
1.72	1.374	2.26	0.472	1.358	0.176	0.876	1.265	0.427	0.341	0.488	0.396	0.34	0.487	0.14	0.148	0.119
1.73	1.429	2.472	0.558	1.608	0.241	0.961	1.32	0.441	0.395	0.566	0.431	0.354	0.533	0.157	0.162	0.128
1.74	1.637	2.511	0.601	1.498	0.315	1.091	1.322	0.427	0.38	0.55	0.445	0.354	0.532	0.153	0.17	0.122
1.75	1.685	2.642	0.581	1.489	0.343	1.008	1.299	0.442	0.415	0.591	0.437	0.378	0.503	0.134	0.164	0.131
1.76	1.767	2.587	0.634	1.475	0.416	0.996	1.378	0.434	0.417	0.601	0.418	0.373	0.539	0.118	0.124	0.151
1.77	1.727	2.499	0.68	1.333	0.469	1.036	1.438	0.423	0.385	0.632	0.417	0.373	0.47	0.124	0.146	0.144
1.78	1.734	2.533	0.641	1.244	0.497	1.079	1.455	0.419	0.45	0.598	0.406	0.386	0.463	0.129	0.121	0.153
1.79	1.659	2.69	0.622	1.208	0.596	1.053	1.555	0.393	0.406	0.607	0.342	0.382	0.497	0.093	0.11	0.141
1.8	1.679	2.642	0.681	1.129	0.614	1.044	1.818	0.359	0.437	0.631	0.344	0.347	0.503	0.109	0.113	0.129
1.81	1.616	2.41	0.608	1.032	0.679	1.04	1.881	0.352	0.43	0.586	0.335	0.338	0.513	0.135	0.112	0.107
1.82	1.654	2.448	0.57	1.047	0.732	1.076	1.92	0.327	0.443	0.564	0.371	0.368	0.486	0.13	0.107	0.106
1.83	1.615	2.251	0.572	1.007	0.766	1.01	1.974	0.351	0.455	0.601	0.385	0.372	0.506	0.148	0.086	0.116
1.84	1.563	2.1	0.568	0.95	0.817	0.973	1.948	0.324	0.401	0.545	0.334	0.346	0.486	0.117	0.084	0.114
1.85	1.453	1.975	0.553	0.858	0.838	0.964	1.879	0.312	0.392	0.545	0.358	0.314	0.483	0.103	0.1	0.105
1.86	1.383	1.709	0.411	0.792	0.844	0.891	1.771	0.265	0.364	0.538	0.338	0.297	0.43	0.128	0.115	0.116
1.88	1.303	1.511	0.458	0.713	0.913	0.893	1.553	0.255	0.3	0.473	0.24	0.265	0.427	0.12	0.093	0.095
1.89	1.181	1.184	0.438	0.624	1.002	0.866	1.355	0.241	0.273	0.432	0.216	0.245	0.344	0.102	0.101	0.079
1.9	1.056	0.962	0.35	0.554	1.066	0.85	1.187	0.213	0.206	0.321	0.22	0.209	0.295	0.076	0.089	0.054
1.91	0.853	0.753	0.313	0.496	1.24	0.816	0.885	0.22	0.198	0.333	0.21	0.167	0.26	0.076	0.077	0.036
1.92	0.759	0.544	0.228	0.409	1.257	0.793	0.731	0.174	0.177	0.261	0.162	0.147	0.259	0.061	0.065	0.041
1.93	0.669	0.459	0.192	0.337	1.335	0.757	0.595	0.161	0.15	0.248	0.153	0.123	0.253	0.032	0.063	0.031
1.94	0.586	0.352	0.175	0.342	1.348	0.761	0.568	0.146	0.11	0.216	0.107	0.131	0.219	0.049	0.062	0.02
1.95	0.524	0.294	0.175	0.281	1.423	0.669	0.478	0.156	0.097	0.235	0.118	0.103	0.211	0.047	0.063	0.023
1.96	0.521	0.297	0.151	0.261	1.366	0.701	0.509	0.118	0.087	0.2	0.113	0.117	0.175	0.02	0.05	0.017
1.97	0.475	0.233	0.133	0.252	1.412	0.719	0.47	0.111	0.079	0.178	0.102	0.111	0.178	0.042	0.054	0.02
1.98	0.453	0.203	0.137	0.214	1.372	0.747	0.415	0.081	0.085	0.155	0.1	0.112	0.145	0.035	0.044	0.011
1.99	0.441	0.192	0.122	0.192	1.34	0.718	0.465	0.089	0.08	0.151	0.071	0.093	0.119	0.018	0.048	0.021
2.0	0.381	0.166	0.139	0.19	1.578	0.764	0.411	0.11	0.069	0.159	0.073	0.094	0.142	0.022	0.046	0.017
2.01	0.395	0.143	0.113	0.188	1.756	0.779	0.402	0.115	0.072	0.183	0.09	0.105	0.13	0.024	0.037	0.018
2.02	0.442	0.142	0.109	0.195	2.09	0.766	0.425	0.115	0.064	0.141	0.086	0.073	0.116	0.029	0.047	0.011
2.03	0.388	0.151	0.102	0.191	2.499	0.765	0.432	0.102	0.073	0.144	0.093	0.09	0.158	0.029	0.038	0.02
2.04	0.38	0.186	0.101	0.21	3.314	0.736	0.466	0.084	0.065	0.14	0.091	0.102	0.151	0.016	0.042	0.013
2.05	0.424	0.133	0.114	0.208	3.859	0.765	0.415	0.109	0.096	0.145	0.1	0.081	0.186	0.029	0.047	0.014
2.06	0.413	0.152	0.103	0.211	4.715	0.835	0.472	0.123	0.081	0.162	0.088	0.098	0.18	0.032	0.054	0.015
2.07	0.463	0.169	0.124	0.223	5.45	0.884	0.464	0.128	0.085	0.158	0.093	0.081	0.162	0.025	0.059	0.009
2.08	0.457	0.184	0.108	0.207	6.252	0.867	0.493	0.107	0.065	0.19	0.118	0.114	0.187	0.032	0.068	0.015
2.09	0.453	0.164	0.114	0.257	6.888	0.864	0.49	0.128	0.074	0.177	0.111	0.108	0.169	0.031	0.069	0.019
2.1	0.462	0.192	0.14	0.246	7.791	0.954	0.512	0.14	0.089	0.219	0.128	0.109	0.18	0.04	0.062	0.019
2.11	0.475	0.216	0.114	0.231	8.21	1.003	0.544	0.131	0.098	0.209	0.121	0.143	0.191	0.032	0.075	0.019
2.12	0.533	0.23	0.134	0.302	8.735	0.954	0.562	0.15	0.084	0.239	0.114	0.122	0.195	0.034	0.078	0.028
