0.0	4	10	4
0.01	3	9	3
0.02	3	7	2
0.03	2	6	2
0.04	2	5	2
0.05	2	4	1
0.06	1	4	1
0.07	1	3	1
0.08	1	3	1
0.09	1	2	1
0.1	1	2	1
0.11	1	2	0
0.12	1	2	0
0.14	0	1	0
0.15	0	1	0
0.16	0	1	0
0.17	0	1	0
0.18	0	1	0
0.19	0	1	0
0.2	0	1	0
0.21	0	1	0
0.22	0	1	0
0.23	0	1	0
0.24	0	1	0
0.25	0	1	0
0.26	0	1	0
0.27	0	1	0
0.28	0	1	0
0.29	0	2	0
0.3	1	2	0
0.31	1	2	0
0.32	1	3	0
0.33	1	4	0
0.34	1	5	0
0.35	1	5	1
0.36	1	6	1
0.38	2	6	1
0.39	2	6	0
0.4	2	7	1
0.41	2	7	1
0.42	2	7	1
0.43	2	7	1
0.44	2	7	1
0.45	2	7	1
0.46	2	7	1
0.47	2	7	1
0.48	2	6	1
0.49	2	6	1
0.5	2	6	1
0.51	2	6	0
0.52	1	6	0
0.53	1	5	0
0.54	1	5	0
0.55	1	5	0
0.56	1	5	0
0.57	1	5	0
0.58	1	6	0
0.59	1	6	0
0.6	1	6	0
0.61	1	6	0
0.62	2	6	0
0.64	1	6	0
0.65	1	6	0
0.66	1	6	0
0.67	1	6	0
0.68	1	6	0
0.69	1	6	0
0.7	1	6	0
0.71	1	6	0
0.72	1	5	0
0.73	1	5	0
0.74	1	5	0
0.75	1	5	0
0.76	1	5	0
0.77	1	4	0
0.78	1	4	0
0.79	1	4	0
0.8	1	4	0
0.81	1	4	0
0.82	1	4	0
0.83	1	3	0
0.84	1	3	0
0.85	1	3	0
0.86	1	3	0
0.88	1	2	0
0.89	1	2	0
0.9	1	2	0
0.91	0	2	0
0.92	0	2	0
0.93	0	2	0
0.94	0	1	0
0.95	0	1	0
0.96	0	1	0
0.97	0	1	0
0.98	0	1	0
0.99	0	1	0
1.0	0	1	0
1.01	0	1	0
1.02	0	1	0
1.03	0	1	0
1.04	0	1	0
1.05	0	1	0
1.06	0	1	0
1.07	0	1	0
1.08	0	1	0
1.09	0	1	0
1.1	0	1	0
1.11	0	1	0
1.12	0	1	0
1.14	0	1	0
1.15	0	1	0
1.16	0	1	0
1.17	0	1	0
1.18	0	1	0
1.19	0	1	0
1.2	0	1	0
1.21	0	1	0
1.22	0	1	0
1.23	0	1	0
1.24	0	1	0
1.25	0	1	0
1.26	0	1	0
1.27	0	1	0
1.28	0	1	0
1.29	0	1	0
1.3	0	2	0
1.31	1	2	0
1.32	1	3	0
1.33	1	3	0
1.34	1	4	0
1.35	1	5	0
1.36	1	5	0
1.38	1	6	0
1.39	1	6	0
1.4	2	6	0
1.41	2	7	0
1.42	2	6	0
1.43	2	6	0
1.44	2	6	0
1.45	2	6	0
1.46	2	6	0
1.47	1	6	0
1.48	1	6	0
1.49	1	6	0
1.5	1	6	0
1.51	1	5	0
1.52	1	5	0
1.53	1	5	0
1.54	1	5	0
1.55	1	5	0
1.56	1	5	0
1.57	1	5	0
1.58	1	5	0
1.59	1	6	0
1.6	1	6	0
1.61	1	6	0
1.62	1	6	0
1.64	1	6	0
1.65	2	6	0
1.66	1	6	0
1.67	2	6	0
1.68	1	6	0
1.69	1	6	0
1.7	1	6	0
1.71	2	7	1
1.72	2	8	1
1.73	2	9	1
1.74	2	9	1
1.75	2	9	1
1.76	2	9	1
1.77	2	9	1
1.78	2	9	1
1.79	2	9	1
1.8	2	9	1
1.81	2	9	1
1.82	2	9	1
1.83	2	9	1
1.84	2	9	1
1.85	2	8	1
1.86	2	8	1
1.88	2	7	1
1.89	2	6	1
1.9	1	6	1
1.91	1	5	1
1.92	1	4	1
1.93	1	4	1
1.94	1	4	1
1.95	1	3	1
1.96	1	3	1
1.97	1	3	1
1.98	1	3	1
1.99	1	3	1
2.0	1	3	1
2.01	1	3	1
2.02	1	3	1
2.03	1	3	1
2.04	1	4	1
2.05	1	4	1
2.06	1	5	1
2.07	2	6	1
2.08	2	6	1
2.09	2	7	1
2.1	2	7	2
2.11	2	8	2
2.12	3	8	2
2.14	3	9	2
2.15	3	9	2
2.16	3	9	2
2.17	3	9	2
2.18	3	9	2
2.19	3	10	2
2.2	3	10	2
2.21	3	10	2
2.22	3	10	2
2.23	3	10	2
2.24	3	10	2
2.25	3	10	2
2.26	3	11	2
2.27	3	12	2
2.28	4	13	2
2.29	4	15	2
2.3	5	18	2
2.31	6	23	3
2.32	8	32	3
2.33	10	41	3
2.34	11	49	3
2.35	13	57	4
2.36	14	65	4
2.38	16	71	4
2.39	17	77	4
2.4	17	80	4
2.41	18	85	4
2.42	19	85	5
2.43	19	87	5
2.44	19	88	5
2.45	20	88	5
2.46	20	88	5
2.47	20	88	5
2.48	19	86	5
2.49	19	84	5
2.5	18	81	5
2.51	18	78	5
2.52	18	76	4
2.53	17	76	5
2.54	17	75	4
2.55	17	75	4
2.56	17	75	4
2.57	17	78	4
2.58	18	80	4
2.59	18	83	5
2.6	19	85	4
2.61	19	87	5
2.62	19	87	5
2.64	20	88	5
2.65	20	89	5
2.66	19	89	5
2.67	19	88	5
2.68	20	88	5
2.69	20	87	5
2.7	19	86	5
2.71	19	84	5
2.72	18	82	4
2.73	18	79	5
2.74	17	76	4
2.75	17	74	4
2.76	16	71	5
2.77	16	68	4
2.78	16	66	4
2.79	15	64	4
2.8	15	62	4
2.81	15	60	4
2.82	14	59	5
2.83	14	57	4
2.84	13	54	4
2.85	13	51	4
2.86	12	47	4
2.88	11	42	4
2.89	9	37	4
2.9	9	33	3
2.91	8	30	3
2.92	7	26	3
2.93	7	24	3
2.94	6	22	3
2.95	6	21	3
2.96	5	19	3
2.97	5	18	2
