1.84	1005
1.85	1016
1.86	1023
1.88	1035
1.89	1043
1.9	1050
1.91	1058
1.92	1064
1.93	1067
1.94	1077
1.95	1079
1.96	1084
1.97	1088
1.98	1093
1.99	1098
2	1101
2.01	1106
2.02	1111
2.03	1118
2.04	1123
2.05	1131
2.06	1138
2.07	1148
2.08	1157
2.09	1166
2.1	1176
2.11	1189
2.12	1203
2.14	1215
2.15	1230
2.16	1244
2.17	1258
2.18	1270
2.19	1283
2.2	1299
2.21	1315
2.22	1329
2.23	1343
2.24	1360
2.25	1376
2.26	1393
2.27	1408
2.28	1428
2.29	1447
2.3	1474
2.31	1506
2.32	1546
2.33	1602
2.34	1663
2.35	1739
2.36	1824
2.38	1915
2.39	2011
2.4	2114
2.41	2221
2.42	2330
2.43	2441
2.44	2553
2.45	2666
2.46	2777
2.47	2893
2.48	3001
2.49	3106
2.5	3211
2.51	3314
2.52	3411
2.53	3511
2.54	3606
2.55	3700
2.56	3798
2.57	3897
2.58	3999
2.59	4104
2.6	4215
2.61	4325
2.62	4435
2.64	4545
2.65	4659
2.66	4774
2.67	4887
2.68	4996
2.69	5109
2.7	5216
2.71	5327
2.72	5430
2.73	5533
2.74	5631
2.75	5726
2.76	5816
2.77	5906
2.78	5994
2.79	6075
2.8	6158
2.81	6237
2.82	6314
2.83	6390
2.84	6463
2.85	6528
2.86	6592
2.88	6648
2.89	6699
2.9	6741
2.91	6784
2.92	6819
2.93	6853
2.94	6885
2.95	6916
2.96	6941
2.97	6965
2.98	6987
2.99	7010
3	7030
3.01	7049
3.02	7071
3.03	7089
3.04	7109
3.05	7126
3.06	7145
3.07	7165
3.08	7181
3.09	7203
3.1	7221
3.11	7241
3.12	7262
3.14	7281
3.15	7304
3.16	7326
3.17	7346
3.18	7366
3.19	7388
3.2	7407
3.21	7428
3.22	7449
3.23	7473
3.24	7495
3.25	7518
3.26	7542
3.27	7568
3.28	7600
3.29	7638
3.3	7680
3.31	7736
3.32	7815
3.33	7909
3.34	8019
3.35	8147
3.36	8290
3.38	8444
3.39	8603
3.4	8771
3.41	8946
3.42	9129
3.43	9310
3.44	9492
3.45	9680
3.46	9864
3.47	10046
3.48	10231
3.49	10412
3.5	10589
3.51	10762
3.52	10938
3.53	11106
3.54	11280
3.55	11451
3.56	11623
3.57	11796
3.58	11981
3.59	12173
3.6	12366
3.61	12569
3.62	12773
3.64	12979
3.65	13189
3.66	13395
3.67	13602
3.68	13810
3.69	14013
3.7	14215
3.71	14415
3.72	14609
3.73	14801
3.74	14989
3.75	15172
3.76	15351
3.77	15527
3.78	15698
3.79	15863
3.8	16026
3.81	16187
3.82	16341
3.83	16497
3.84	16647
3.85	16784
3.86	16912
3.88	17032
3.89	17139
3.9	17231
3.91	17319
3.92	17394
3.93	17465
3.94	17532
3.95	17595
3.96	17655
3.97	17710
3.98	17766
3.99	17815
4	17869
4.01	17918
4.02	17974
4.03	18031
4.04	18092
4.05	18161
4.06	18240
4.07	18327
4.08	18425
4.09	18532
4.1	18647
4.11	18772
4.12	18901
4.14	19042
4.15	19186
4.16	19337
4.17	19490
4.18	19649
4.19	19809
4.2	19972
4.21	20137
4.22	20299
4.23	20466
4.24	20635
4.25	20809
4.26	20988
4.27	21179
4.28	21379
4.29	21605
4.3	21871
4.31	22198
4.32	22621
4.33	23133
4.34	23730
4.35	24411
4.36	25165
4.38	25988
4.39	26850
4.4	27760
4.41	28701
4.42	29671
4.43	30650
4.44	31634
4.45	32619
4.46	33600
4.47	34578
4.48	35553
4.49	36520
4.5	37485
4.51	38435
4.52	39356
4.53	40253
4.54	41119
4.55	41973
4.56	42830
4.57	43705
4.58	44600
4.59	45527
4.6	46474
4.61	47423
4.62	48385
4.64	49341
4.65	50297
4.66	51255
4.67	52212
4.68	53163
4.69	54106
4.7	55033
4.71	55946
4.72	56847
4.73	57745
4.74	58630
4.75	59516
4.76	60390
4.77	61246
4.78	62083
4.79	62911
4.8	63718
4.81	64513
4.82	65279
4.83	66028
4.84	66749
4.85	67430
4.86	68060
4.88	68639
4.89	69162
4.9	69635
4.91	70069
4.92	70471
4.93	70840
4.94	71187
4.95	71512
4.96	71811
4.97	72094
4.98	72355
4.99	72601
5	72840
5.01	73072
5.02	73296
5.03	73510
5.04	73730
5.05	73950
5.06	74172
5.07	74404
5.08	74642
5.09	74885
5.1	75140
5.11	75395
5.12	75662
5.14	75934
5.15	76211
5.16	76490
5.17	76780
5.18	77067
5.19	77357
5.2	77652
5.21	77947
5.22	78249
5.23	78556
5.24	78872
5.25	79198
5.26	79540
5.27	79907
5.28	80304
5.29	80755
5.3	81283
5.31	81930
5.32	82735
5.33	83695
5.34	84797
5.35	86013
5.36	87333
5.38	88744
5.39	90231
5.4	91782
5.41	93372
5.42	95002
5.43	96644
5.44	98285
5.45	99922
5.46	101540
5.47	103143
5.48	104739
5.49	106325
5.5	107893
5.51	109423
5.52	110905
5.53	112330
5.54	113717
5.55	115074
5.56	116427
5.57	117789
5.58	119179
5.59	120586
5.6	122023
5.61	123473
5.62	124921
5.64	126369
5.65	127824
5.66	129280
5.67	130746
5.68	132203
5.69	133659
5.7	135105
5.71	136555
5.72	137983
5.73	139411
5.74	140820
5.75	142241
5.76	143657
5.77	145060
5.78	146448
5.79	147827
5.8	149193
5.81	150538
5.82	151874
5.83	153209
5.84	154508
5.85	155744
5.86	156904
5.88	157974
5.89	158937
5.9	159812
5.91	160603
5.92	161333
5.93	162004
5.94	162627
5.95	163209
5.96	163762
5.97	164284
5.98	164779
5.99	165249
6	165713
6.01	166174
6.02	166644
6.03	167127
6.04	167638
6.05	168182
6.06	168774
6.07	169403
6.08	170087
6.09	170813
6.1	171586
6.11	172400
6.12	173256
6.14	174147
6.15	175065
6.16	176003
6.17	176960
6.18	177930
6.19	178905
6.2	179890
6.21	180887
6.22	181895
6.23	182918
6.24	183955
6.25	185016
6.26	186099
6.27	187218
6.28	188391
6.29	189632
6.3	190963
6.31	192414
6.32	194028
6.33	195823
6.34	197779
6.35	199904
6.36	202198
6.38	204654
6.39	207261
6.4	210006
6.41	212880
6.42	215855
6.43	218884
6.44	221948
6.45	225027
6.46	228109
6.47	231176
6.48	234211
6.49	237178
6.5	240124
6.51	242976
6.52	245711
6.53	248342
6.54	250882
6.55	253343
6.56	255738
6.57	258092
6.58	260430
6.59	262749
6.6	265068
6.61	267374
6.62	269675
6.64	271967
6.65	274240
6.66	276508
6.67	278765
6.68	280998
6.69	283223
6.7	285419
6.71	287598
6.72	289750
6.73	291884
6.74	294011
6.75	296137
6.76	298251
6.77	300359
6.78	302482
6.79	304617
6.8	306732
6.81	308848
6.82	310949
6.83	312981
6.84	314922
6.85	316730
6.86	318396
6.88	319914
6.89	321288
6.9	322539
6.91	323690
6.92	324752
6.93	325743
6.94	326671
6.95	327542
6.96	328362
6.97	329133
6.98	329848
6.99	330517
